No,DateTime,Device Name,Location,Energy Consumption (kWh)
21648,"06, 29/10/25",GG_L2_R Panel-SDP PP,R Panel,117775.81
21645,"06, 29/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40316.55
21655,"06, 29/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,76862.32
21614,"06, 29/10/25",GG_L3_WB_AHU,WB-AHU,19920.42
21613,"06, 29/10/25",GG_L3_WT_AHU,WT-AHU,20492.45
21615,"06, 29/10/25",GG_L4_WB_AHU,WB-AHU,28943.83
21612,"06, 29/10/25",GG_L4_WT_AHU,WT-AHU,22457.4
21611,"06, 29/10/25",GG_L5_WB_AHU,WB-AHU,18313.62
21622,"06, 29/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,55972.87
21628,"06, 29/10/25",GG_L6_WB_AHU,WB-AHU,19517.91
23041,"06, 30/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,18006.33
23036,"06, 30/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25994.32
23051,"06, 30/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56156.98
23046,"06, 30/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35310.72
23010,"06, 30/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34480.61
23009,"06, 30/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17454.62
23038,"06, 30/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,322267.2
23024,"06, 30/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,148852.23
23020,"06, 30/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,201513.95
23050,"06, 30/10/25",GG_L2_R Panel-SDP DB LED,R Panel,124098.72
23049,"06, 30/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,276190.41
23048,"06, 30/10/25",GG_L2_R Panel-SDP PP,R Panel,118112.65
23045,"06, 30/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40401.77
23054,"06, 30/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77141.45
23015,"06, 30/10/25",GG_L3_WB_AHU,WB-AHU,19997.81
23014,"06, 30/10/25",GG_L3_WT_AHU,WT-AHU,20536.44
23016,"06, 30/10/25",GG_L4_WB_AHU,WB-AHU,29024.92
23013,"06, 30/10/25",GG_L4_WT_AHU,WT-AHU,22533.74
23012,"06, 30/10/25",GG_L5_WB_AHU,WB-AHU,18378.89
23022,"06, 30/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56122.34
23028,"06, 30/10/25",GG_L6_WB_AHU,WB-AHU,19590.36
24443,"06, 31/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,18077.7
24438,"06, 31/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,26085.06
24454,"06, 31/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56409.86
24448,"06, 31/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35442.17
24411,"06, 31/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34587.86
24428,"06, 31/10/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17692.05
24410,"06, 31/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17503.96
24440,"06, 31/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,322605.44
24422,"06, 31/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,202269.98
24453,"06, 31/10/25",GG_L2_R Panel-SDP DB LED,R Panel,124450.69
24452,"06, 31/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,276585.98
24450,"06, 31/10/25",GG_L2_R Panel-SDP PP,R Panel,118452.1
24447,"06, 31/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40487.62
24457,"06, 31/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,77406.52
24416,"06, 31/10/25",GG_L3_WB_AHU,WB-AHU,20069.95
24415,"06, 31/10/25",GG_L3_WT_AHU,WT-AHU,20607.79
24417,"06, 31/10/25",GG_L4_WB_AHU,WB-AHU,29110.85
24414,"06, 31/10/25",GG_L4_WT_AHU,WT-AHU,22608.04
24413,"06, 31/10/25",GG_L5_WB_AHU,WB-AHU,18442.78
24424,"06, 31/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56282.17
24430,"06, 31/10/25",GG_L6_WB_AHU,WB-AHU,19656.48
728,"07, 03/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32383.06
727,"07, 03/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16405.35
743,"07, 03/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,137012.44
739,"07, 03/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,186231.62
751,"07, 03/10/25",GG_L2_R Panel-SDP PP,R Panel,109070.54
733,"07, 03/10/25",GG_L3_WB_AHU,WB-AHU,18509.72
732,"07, 03/10/25",GG_L3_WT_AHU,WT-AHU,19217.03
734,"07, 03/10/25",GG_L4_WB_AHU,WB-AHU,27416.69
731,"07, 03/10/25",GG_L4_WT_AHU,WT-AHU,20984.35
730,"07, 03/10/25",GG_L5_WB_AHU,WB-AHU,17192.81
741,"07, 03/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,52321.74
747,"07, 03/10/25",GG_L6_WB_AHU,WB-AHU,18254.85
1418,"07, 04/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32484.3
1417,"07, 04/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16456.04
1440,"07, 04/10/25",GG_L2_R Panel-SDP PP,R Panel,109400.05
1423,"07, 04/10/25",GG_L3_WB_AHU,WB-AHU,18578.2
1422,"07, 04/10/25",GG_L3_WT_AHU,WT-AHU,19283.12
1424,"07, 04/10/25",GG_L4_WB_AHU,WB-AHU,27496.76
1421,"07, 04/10/25",GG_L4_WT_AHU,WT-AHU,21055.56
1420,"07, 04/10/25",GG_L5_WB_AHU,WB-AHU,17250.22
1431,"07, 04/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,52479.49
1436,"07, 04/10/25",GG_L6_WB_AHU,WB-AHU,18313.1
2097,"07, 05/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32484.3
2096,"07, 05/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16456.04
2108,"07, 05/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,187169.44
2119,"07, 05/10/25",GG_L2_R Panel-SDP PP,R Panel,109737.41
2102,"07, 05/10/25",GG_L3_WB_AHU,WB-AHU,18579.41
2101,"07, 05/10/25",GG_L3_WT_AHU,WT-AHU,19283.12
2103,"07, 05/10/25",GG_L4_WB_AHU,WB-AHU,27496.76
2100,"07, 05/10/25",GG_L4_WT_AHU,WT-AHU,21055.56
2099,"07, 05/10/25",GG_L5_WB_AHU,WB-AHU,17250.22
2110,"07, 05/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,52573.08
2115,"07, 05/10/25",GG_L6_WB_AHU,WB-AHU,18313.1
2792,"07, 06/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32502.33
2791,"07, 06/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16465.29
2807,"07, 06/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,137963.73
2803,"07, 06/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,187916.58
2815,"07, 06/10/25",GG_L2_R Panel-SDP PP,R Panel,110072.81
2797,"07, 06/10/25",GG_L3_WB_AHU,WB-AHU,18592.41
2796,"07, 06/10/25",GG_L3_WT_AHU,WT-AHU,19293.55
2798,"07, 06/10/25",GG_L4_WB_AHU,WB-AHU,27508.1
2795,"07, 06/10/25",GG_L4_WT_AHU,WT-AHU,21066.95
2794,"07, 06/10/25",GG_L5_WB_AHU,WB-AHU,17258.26
2805,"07, 06/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,52667.29
2811,"07, 06/10/25",GG_L6_WB_AHU,WB-AHU,18322.41
3494,"07, 07/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32615.28
3493,"07, 07/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16523.1
3505,"07, 07/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,188214.12
3517,"07, 07/10/25",GG_L2_R Panel-SDP PP,R Panel,110404.55
3499,"07, 07/10/25",GG_L3_WB_AHU,WB-AHU,18674.87
3498,"07, 07/10/25",GG_L3_WT_AHU,WT-AHU,19364.75
3500,"07, 07/10/25",GG_L4_WB_AHU,WB-AHU,27586.78
3497,"07, 07/10/25",GG_L4_WT_AHU,WT-AHU,21135.27
3496,"07, 07/10/25",GG_L5_WB_AHU,WB-AHU,17325.28
3507,"07, 07/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,52826.91
3513,"07, 07/10/25",GG_L6_WB_AHU,WB-AHU,18387.95
4195,"07, 08/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32727.49
4194,"07, 08/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16579.37
4210,"07, 08/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,138852.38
4206,"07, 08/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,188579.02
4218,"07, 08/10/25",GG_L2_R Panel-SDP PP,R Panel,110735.02
4200,"07, 08/10/25",GG_L3_WB_AHU,WB-AHU,18756.28
4199,"07, 08/10/25",GG_L3_WT_AHU,WT-AHU,19435.74
4201,"07, 08/10/25",GG_L4_WB_AHU,WB-AHU,27666.72
4198,"07, 08/10/25",GG_L4_WT_AHU,WT-AHU,21315.18
4197,"07, 08/10/25",GG_L5_WB_AHU,WB-AHU,17386.67
4208,"07, 08/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,52995.92
4214,"07, 08/10/25",GG_L6_WB_AHU,WB-AHU,18542.04
4897,"07, 09/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32835.03
4896,"07, 09/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16633.99
4920,"07, 09/10/25",GG_L2_R Panel-SDP PP,R Panel,111069.8
4902,"07, 09/10/25",GG_L3_WB_AHU,WB-AHU,18832.01
4901,"07, 09/10/25",GG_L3_WT_AHU,WT-AHU,19507.12
4903,"07, 09/10/25",GG_L4_WB_AHU,WB-AHU,27756.7
4900,"07, 09/10/25",GG_L4_WT_AHU,WT-AHU,21392.62
4899,"07, 09/10/25",GG_L5_WB_AHU,WB-AHU,17447.28
4910,"07, 09/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,53156.68
4916,"07, 09/10/25",GG_L6_WB_AHU,WB-AHU,18603.61
5598,"07, 10/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,32941.45
5597,"07, 10/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16688.58
5613,"07, 10/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,139836.62
5609,"07, 10/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,189415.69
5621,"07, 10/10/25",GG_L2_R Panel-SDP PP,R Panel,111406.32
5603,"07, 10/10/25",GG_L3_WB_AHU,WB-AHU,18907.35
5602,"07, 10/10/25",GG_L3_WT_AHU,WT-AHU,19575.6
5604,"07, 10/10/25",GG_L4_WB_AHU,WB-AHU,27839.93
5601,"07, 10/10/25",GG_L4_WT_AHU,WT-AHU,21469.91
5600,"07, 10/10/25",GG_L5_WB_AHU,WB-AHU,17505.99
5611,"07, 10/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,53318.54
5617,"07, 10/10/25",GG_L6_WB_AHU,WB-AHU,18669.93
6287,"07, 11/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33036.28
6286,"07, 11/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16735.44
6302,"07, 11/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,140282.92
6298,"07, 11/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,190157.34
6310,"07, 11/10/25",GG_L2_R Panel-SDP PP,R Panel,111742.94
6292,"07, 11/10/25",GG_L3_WB_AHU,WB-AHU,18976.26
6291,"07, 11/10/25",GG_L3_WT_AHU,WT-AHU,19639.28
6293,"07, 11/10/25",GG_L4_WB_AHU,WB-AHU,27914.32
6290,"07, 11/10/25",GG_L4_WT_AHU,WT-AHU,21537.12
6289,"07, 11/10/25",GG_L5_WB_AHU,WB-AHU,17561.48
6300,"07, 11/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,53468.85
6306,"07, 11/10/25",GG_L6_WB_AHU,WB-AHU,18728.74
6967,"07, 12/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33036.28
6966,"07, 12/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16735.44
6982,"07, 12/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,140630.64
6978,"07, 12/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,191125.14
6990,"07, 12/10/25",GG_L2_R Panel-SDP PP,R Panel,112074
6972,"07, 12/10/25",GG_L3_WB_AHU,WB-AHU,18977.46
6971,"07, 12/10/25",GG_L3_WT_AHU,WT-AHU,19639.28
6973,"07, 12/10/25",GG_L4_WB_AHU,WB-AHU,27914.32
6970,"07, 12/10/25",GG_L4_WT_AHU,WT-AHU,21537.12
6969,"07, 12/10/25",GG_L5_WB_AHU,WB-AHU,17561.48
6986,"07, 12/10/25",GG_L6_WB_AHU,WB-AHU,18732.3
7652,"07, 13/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33055.3
7651,"07, 13/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16744.65
7667,"07, 13/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,141020.05
7663,"07, 13/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,192306.34
7675,"07, 13/10/25",GG_L2_R Panel-SDP PP,R Panel,112403.22
7657,"07, 13/10/25",GG_L3_WB_AHU,WB-AHU,18992.9
7656,"07, 13/10/25",GG_L3_WT_AHU,WT-AHU,19649.92
7658,"07, 13/10/25",GG_L4_WB_AHU,WB-AHU,27927.07
7655,"07, 13/10/25",GG_L4_WT_AHU,WT-AHU,21548.5
7654,"07, 13/10/25",GG_L5_WB_AHU,WB-AHU,17569.51
7671,"07, 13/10/25",GG_L6_WB_AHU,WB-AHU,18741.44
8349,"07, 14/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33164.55
8348,"07, 14/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,16799.96
8364,"07, 14/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,141518.16
8372,"07, 14/10/25",GG_L2_R Panel-SDP PP,R Panel,112741.08
8354,"07, 14/10/25",GG_L3_WB_AHU,WB-AHU,19077.22
8353,"07, 14/10/25",GG_L3_WT_AHU,WT-AHU,19720.8
8355,"07, 14/10/25",GG_L4_WB_AHU,WB-AHU,28013.35
8352,"07, 14/10/25",GG_L4_WT_AHU,WT-AHU,21625.83
8351,"07, 14/10/25",GG_L5_WB_AHU,WB-AHU,17633.36
8362,"07, 14/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,53842.69
8368,"07, 14/10/25",GG_L6_WB_AHU,WB-AHU,18806.22
9127,"07, 20/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17478.44
9122,"07, 20/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25214.18
9138,"07, 20/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,54586.01
9132,"07, 20/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34308.37
9095,"07, 20/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33604.01
9112,"07, 20/10/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17157.69
9094,"07, 20/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17019.31
9124,"07, 20/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,315313.91
9106,"07, 20/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,196546.92
9137,"07, 20/10/25",GG_L2_R Panel-SDP DB LED,R Panel,120732.26
9136,"07, 20/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,269139.67
9134,"07, 20/10/25",GG_L2_R Panel-SDP PP,R Panel,114751.18
9131,"07, 20/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,39560.44
9141,"07, 20/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,74643.77
9100,"07, 20/10/25",GG_L3_WB_AHU,WB-AHU,19393.62
9099,"07, 20/10/25",GG_L3_WT_AHU,WT-AHU,20006.07
9101,"07, 20/10/25",GG_L4_WB_AHU,WB-AHU,28358.04
9098,"07, 20/10/25",GG_L4_WT_AHU,WT-AHU,21933.16
9097,"07, 20/10/25",GG_L5_WB_AHU,WB-AHU,17884.75
9108,"07, 20/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,54668.47
9114,"07, 20/10/25",GG_L6_WB_AHU,WB-AHU,19069.51
10495,"07, 21/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17539.2
10490,"07, 21/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25305.34
10506,"07, 21/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,54789.81
10500,"07, 21/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34429.49
10463,"07, 21/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33710.48
10462,"07, 21/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17072.87
10492,"07, 21/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,315962.66
10478,"07, 21/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,145155.66
10474,"07, 21/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,196920.56
10505,"07, 21/10/25",GG_L2_R Panel-SDP DB LED,R Panel,121075.58
10504,"07, 21/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,269917.91
10502,"07, 21/10/25",GG_L2_R Panel-SDP PP,R Panel,115095.24
10499,"07, 21/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,39645.61
10509,"07, 21/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,74898.52
10468,"07, 21/10/25",GG_L3_WB_AHU,WB-AHU,19468.21
10467,"07, 21/10/25",GG_L3_WT_AHU,WT-AHU,20077.02
10469,"07, 21/10/25",GG_L4_WB_AHU,WB-AHU,28443.15
10466,"07, 21/10/25",GG_L4_WT_AHU,WT-AHU,22010.74
10465,"07, 21/10/25",GG_L5_WB_AHU,WB-AHU,17942.9
10476,"07, 21/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,54837.29
10482,"07, 21/10/25",GG_L6_WB_AHU,WB-AHU,19141.07
11905,"07, 22/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17596.89
11900,"07, 22/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25406.35
11916,"07, 22/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,54976.08
11910,"07, 22/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34547.32
11890,"07, 22/10/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17268.64
11872,"07, 22/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17127.66
11902,"07, 22/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,316998.5
11888,"07, 22/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,145753.84
11884,"07, 22/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,197452.86
11915,"07, 22/10/25",GG_L2_R Panel-SDP DB LED,R Panel,121408.93
11914,"07, 22/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,270706.33
11912,"07, 22/10/25",GG_L2_R Panel-SDP PP,R Panel,115438.08
11909,"07, 22/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,39729.11
11919,"07, 22/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,75170.3
11878,"07, 22/10/25",GG_L3_WB_AHU,WB-AHU,19540.53
11877,"07, 22/10/25",GG_L3_WT_AHU,WT-AHU,20149.7
11879,"07, 22/10/25",GG_L4_WB_AHU,WB-AHU,28528.98
11876,"07, 22/10/25",GG_L4_WT_AHU,WT-AHU,22086.32
11875,"07, 22/10/25",GG_L5_WB_AHU,WB-AHU,18001.3
11886,"07, 22/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,55007.17
11892,"07, 22/10/25",GG_L6_WB_AHU,WB-AHU,19208.74
13338,"07, 23/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17661.39
13333,"07, 23/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25487.3
13349,"07, 23/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,55206.11
13343,"07, 23/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34666.87
13307,"07, 23/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,33930.51
13323,"07, 23/10/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17323.48
13306,"07, 23/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17182.51
13335,"07, 23/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,317673.19
13321,"07, 23/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,146283.66
13348,"07, 23/10/25",GG_L2_R Panel-SDP DB LED,R Panel,121755.86
13345,"07, 23/10/25",GG_L2_R Panel-SDP PP,R Panel,115780.83
13342,"07, 23/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,39813.56
13352,"07, 23/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,75448.01
13312,"07, 23/10/25",GG_L3_WB_AHU,WB-AHU,19617.28
13311,"07, 23/10/25",GG_L3_WT_AHU,WT-AHU,20221.46
13313,"07, 23/10/25",GG_L4_WB_AHU,WB-AHU,28615.86
13310,"07, 23/10/25",GG_L4_WT_AHU,WT-AHU,22161.68
13309,"07, 23/10/25",GG_L5_WB_AHU,WB-AHU,18065.99
13319,"07, 23/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,55168.84
13325,"07, 23/10/25",GG_L6_WB_AHU,WB-AHU,19262.08
14713,"07, 24/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17724.28
14708,"07, 24/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25575.84
14724,"07, 24/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,55425.79
14718,"07, 24/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34803.61
14681,"07, 24/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34044.25
14680,"07, 24/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17236.84
14710,"07, 24/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,318403.88
14696,"07, 24/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,146694.16
14692,"07, 24/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,198087.12
14723,"07, 24/10/25",GG_L2_R Panel-SDP DB LED,R Panel,122107.24
14722,"07, 24/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,272246.97
14720,"07, 24/10/25",GG_L2_R Panel-SDP PP,R Panel,116116.83
14717,"07, 24/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,39897.88
14727,"07, 24/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,75721.55
14686,"07, 24/10/25",GG_L3_WB_AHU,WB-AHU,19693.97
14685,"07, 24/10/25",GG_L3_WT_AHU,WT-AHU,20280.6
14687,"07, 24/10/25",GG_L4_WB_AHU,WB-AHU,28696.88
14684,"07, 24/10/25",GG_L4_WT_AHU,WT-AHU,22239.1
14683,"07, 24/10/25",GG_L5_WB_AHU,WB-AHU,18129.64
14694,"07, 24/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,55328
14700,"07, 24/10/25",GG_L6_WB_AHU,WB-AHU,19329.65
16095,"07, 25/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17783.67
16090,"07, 25/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25655.63
16106,"07, 25/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,55556.28
16100,"07, 25/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34899.4
16063,"07, 25/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34138.96
16062,"07, 25/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17283.88
16092,"07, 25/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,319140.52
16074,"07, 25/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,198427.52
16105,"07, 25/10/25",GG_L2_R Panel-SDP DB LED,R Panel,122447.69
16104,"07, 25/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,273007.62
16102,"07, 25/10/25",GG_L2_R Panel-SDP PP,R Panel,116447.32
16099,"07, 25/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,39982.25
16109,"07, 25/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,76001.42
16068,"07, 25/10/25",GG_L3_WB_AHU,WB-AHU,19759.45
16067,"07, 25/10/25",GG_L3_WT_AHU,WT-AHU,20343.4
16069,"07, 25/10/25",GG_L4_WB_AHU,WB-AHU,28770.38
16066,"07, 25/10/25",GG_L4_WT_AHU,WT-AHU,22303.48
16065,"07, 25/10/25",GG_L5_WB_AHU,WB-AHU,18186.08
16076,"07, 25/10/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,55476.96
16082,"07, 25/10/25",GG_L6_WB_AHU,WB-AHU,19388.92
17488,"07, 26/10/25",GG_L1_DWS-SDP LP,DWS-Gudang,17813.58
17483,"07, 26/10/25",GG_L1_DWS-SDP STK,DWS-Gudang,25685.11
17499,"07, 26/10/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,55586.43
17493,"07, 26/10/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,34949.07
17457,"07, 26/10/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34138.96
17456,"07, 26/10/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17283.88
17485,"07, 26/10/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,320030.66
17471,"07, 26/10/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,147456.55
17467,"07, 26/10/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,199331.72
17498,"07, 26/10/25",GG_L2_R Panel-SDP DB LED,R Panel,122754.52
17497,"07, 26/10/25",GG_L2_R Panel-SDP DB UPS,R Panel,273774.52
17495,"07, 26/10/25",GG_L2_R Panel-SDP PP,R Panel,116790.74
17492,"07, 26/10/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40066.63
17502,"07, 26/10/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,76167.21
17462,"07, 26/10/25",GG_L3_WB_AHU,WB-AHU,19760.64
