No,Date Time,Device Name,Location,Energy Consumption (kWh)
1561,"22, 03/11/25",GG_L5_WB_AHU,WB-AHU,18569.92
1562,"22, 03/11/25",GG_L4_WT_AHU,WT-AHU,22751.7
1563,"22, 03/11/25",GG_L3_WT_AHU,WT-AHU,20745.34
1564,"22, 03/11/25",GG_L3_WB_AHU,WB-AHU,20218.02
1565,"22, 03/11/25",GG_L4_WB_AHU,WB-AHU,29283.4
1566,"22, 03/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,204888.5
1567,"22, 03/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56728.96
1568,"22, 03/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
1569,"22, 03/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17799.66
1570,"22, 03/11/25",GG_L6_WB_AHU,WB-AHU,19788.58
1571,"22, 03/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32911.6
1572,"22, 03/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26276.4
1573,"22, 03/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325124.95
1574,"22, 03/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18211.27
1575,"22, 03/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40802.9
1576,"22, 03/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35759.21
1577,"22, 03/11/25",GG_L2_R Panel-SDP PP,R Panel,119774.63
1578,"22, 03/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279296.84
1579,"22, 03/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125674.15
1580,"22, 03/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56836.58
1581,"22, 03/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78117.72
1582,"23, 03/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17611.18
1583,"23, 03/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34805.52
1584,"23, 03/11/25",GG_L5_WB_AHU,WB-AHU,18569.92
1585,"23, 03/11/25",GG_L4_WT_AHU,WT-AHU,22751.7
1586,"23, 03/11/25",GG_L3_WT_AHU,WT-AHU,20745.34
1587,"23, 03/11/25",GG_L3_WB_AHU,WB-AHU,20218.08
1588,"23, 03/11/25",GG_L4_WB_AHU,WB-AHU,29283.4
1589,"23, 03/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56735.96
1590,"23, 03/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17799.66
1591,"23, 03/11/25",GG_L6_WB_AHU,WB-AHU,19788.58
1592,"23, 03/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32912.83
1593,"23, 03/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26277.46
1594,"23, 03/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325151.48
1595,"23, 03/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18212.86
1596,"23, 03/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40805.73
1597,"23, 03/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35761.35
1598,"23, 03/11/25",GG_L2_R Panel-SDP PP,R Panel,119789.17
1599,"23, 03/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279334.39
1600,"23, 03/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125691.72
1601,"23, 03/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56837.93
1602,"23, 03/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78124.6
1603,"00, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17611.18
1604,"00, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34805.52
1605,"00, 04/11/25",GG_L5_WB_AHU,WB-AHU,18569.92
1606,"00, 04/11/25",GG_L4_WT_AHU,WT-AHU,22751.7
1607,"00, 04/11/25",GG_L3_WT_AHU,WT-AHU,20745.34
1608,"00, 04/11/25",GG_L3_WB_AHU,WB-AHU,20218.14
1609,"00, 04/11/25",GG_L4_WB_AHU,WB-AHU,29283.4
1610,"00, 04/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,204954.7
1611,"00, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56741.13
1612,"00, 04/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,150668.81
1613,"00, 04/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17799.66
1614,"00, 04/11/25",GG_L6_WB_AHU,WB-AHU,19788.58
1615,"00, 04/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32914.62
1616,"00, 04/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26278.61
1617,"00, 04/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325178.81
1618,"00, 04/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18214.13
1619,"00, 04/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40809.45
1620,"00, 04/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35763.76
1621,"00, 04/11/25",GG_L2_R Panel-SDP PP,R Panel,119796.87
1622,"00, 04/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279355.31
1623,"00, 04/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125701.1
1624,"00, 04/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56839.3
1625,"00, 04/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78130.88
1626,"01, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17611.18
1627,"01, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34805.52
1628,"01, 04/11/25",GG_L5_WB_AHU,WB-AHU,18569.92
1629,"01, 04/11/25",GG_L4_WT_AHU,WT-AHU,22751.7
1630,"01, 04/11/25",GG_L3_WT_AHU,WT-AHU,20745.34
1631,"01, 04/11/25",GG_L3_WB_AHU,WB-AHU,20218.2
1632,"01, 04/11/25",GG_L4_WB_AHU,WB-AHU,29283.4
1633,"01, 04/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,205020.41
1634,"01, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56747.36
1635,"01, 04/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
1636,"01, 04/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17799.66
1637,"01, 04/11/25",GG_L6_WB_AHU,WB-AHU,19788.58
1638,"01, 04/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32916.69
1639,"01, 04/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26279.76
1640,"01, 04/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325199.28
1641,"01, 04/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18215.26
1642,"01, 04/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40812.86
1643,"01, 04/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35765.71
1644,"01, 04/11/25",GG_L2_R Panel-SDP PP,R Panel,119802.17
1645,"01, 04/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279402.86
1646,"01, 04/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125710.86
1647,"01, 04/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56840.51
1648,"01, 04/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78136.2
1649,"02, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17611.18
1650,"02, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34805.52
1651,"02, 04/11/25",GG_L5_WB_AHU,WB-AHU,18569.92
1652,"02, 04/11/25",GG_L4_WT_AHU,WT-AHU,22751.7
1653,"02, 04/11/25",GG_L3_WT_AHU,WT-AHU,20745.34
1654,"02, 04/11/25",GG_L3_WB_AHU,WB-AHU,20218.25
1655,"02, 04/11/25",GG_L4_WB_AHU,WB-AHU,29283.4
1656,"02, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56753.55
1657,"02, 04/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
1658,"02, 04/11/25",GG_L6_WB_AHU,WB-AHU,19788.58
1659,"02, 04/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32918.61
1660,"02, 04/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26280.87
1661,"02, 04/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325220.19
1662,"02, 04/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18216.4
1663,"02, 04/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40817.17
1664,"02, 04/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35768.33
1665,"02, 04/11/25",GG_L2_R Panel-SDP PP,R Panel,119807.9
1666,"02, 04/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279418.53
1667,"02, 04/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125722.7
1668,"02, 04/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56841.7
1669,"02, 04/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78139.56
1670,"03, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17611.18
1671,"03, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34805.52
1672,"03, 04/11/25",GG_L5_WB_AHU,WB-AHU,18569.92
1673,"03, 04/11/25",GG_L4_WT_AHU,WT-AHU,22751.7
1674,"03, 04/11/25",GG_L3_WT_AHU,WT-AHU,20745.34
1675,"03, 04/11/25",GG_L3_WB_AHU,WB-AHU,20218.28
1676,"03, 04/11/25",GG_L4_WB_AHU,WB-AHU,29283.4
1677,"03, 04/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,205057.48
1678,"03, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56757.92
1679,"03, 04/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
1680,"03, 04/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17799.66
1681,"03, 04/11/25",GG_L6_WB_AHU,WB-AHU,19788.58
1682,"03, 04/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32920.36
1683,"03, 04/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26281.99
1684,"03, 04/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325239.38
1685,"03, 04/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18217.55
1686,"03, 04/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40820.32
1687,"03, 04/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35770.37
1688,"03, 04/11/25",GG_L2_R Panel-SDP PP,R Panel,119812.93
1689,"03, 04/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279459.45
1690,"03, 04/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125733.55
1691,"03, 04/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56843.15
1692,"03, 04/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78145.65
1693,"04, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17611.18
1694,"04, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,
1695,"04, 04/11/25",GG_L5_WB_AHU,WB-AHU,18569.92
1696,"04, 04/11/25",GG_L4_WT_AHU,WT-AHU,22751.7
1697,"04, 04/11/25",GG_L3_WT_AHU,WT-AHU,20745.34
1698,"04, 04/11/25",GG_L3_WB_AHU,WB-AHU,20218.32
1699,"04, 04/11/25",GG_L4_WB_AHU,WB-AHU,29283.4
1700,"04, 04/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
1701,"04, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56765.37
1702,"04, 04/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
1703,"04, 04/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17799.66
1704,"04, 04/11/25",GG_L6_WB_AHU,WB-AHU,19788.58
1705,"04, 04/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32922.55
1706,"04, 04/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26283.07
1707,"04, 04/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325258.61
1708,"04, 04/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18218.72
1709,"04, 04/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40824.19
1710,"04, 04/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35772.42
1711,"04, 04/11/25",GG_L2_R Panel-SDP PP,R Panel,119818.82
1712,"04, 04/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279484.77
1713,"04, 04/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125744.11
1714,"04, 04/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56844.43
1715,"04, 04/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78150.61
1716,"05, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17611.78
1717,"05, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34806.7
1718,"05, 04/11/25",GG_L5_WB_AHU,WB-AHU,18569.92
1719,"05, 04/11/25",GG_L4_WT_AHU,WT-AHU,22751.7
1720,"05, 04/11/25",GG_L3_WT_AHU,WT-AHU,20745.88
1721,"05, 04/11/25",GG_L3_WB_AHU,WB-AHU,20218.99
1722,"05, 04/11/25",GG_L4_WB_AHU,WB-AHU,29283.4
1723,"05, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56768.93
1724,"05, 04/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17799.66
1725,"05, 04/11/25",GG_L6_WB_AHU,WB-AHU,19788.9
1726,"05, 04/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32923.65
1727,"05, 04/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26284.14
1728,"05, 04/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325286.42
1729,"05, 04/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18220.11
1730,"05, 04/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40827.31
1731,"05, 04/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35774.64
1732,"05, 04/11/25",GG_L2_R Panel-SDP PP,R Panel,119826.47
1733,"05, 04/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279509
1734,"05, 04/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125755.72
1735,"05, 04/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56845.75
1736,"05, 04/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78156.12
1737,"06, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17614.93
1738,"06, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34811.67
1739,"06, 04/11/25",GG_L5_WB_AHU,WB-AHU,18574.11
1740,"06, 04/11/25",GG_L4_WT_AHU,WT-AHU,22757.62
1741,"06, 04/11/25",GG_L3_WT_AHU,WT-AHU,20750.08
1742,"06, 04/11/25",GG_L3_WB_AHU,WB-AHU,20223.98
1743,"06, 04/11/25",GG_L4_WB_AHU,WB-AHU,29289
1744,"06, 04/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,205104.48
1745,"06, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56774.36
1746,"06, 04/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,150745.52
1747,"06, 04/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
1748,"06, 04/11/25",GG_L6_WB_AHU,WB-AHU,19793.16
1749,"06, 04/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32927.05
1750,"06, 04/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26285.46
1751,"06, 04/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325326.28
1752,"06, 04/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18222.22
1753,"06, 04/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40831.02
1754,"06, 04/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35778.4
1755,"06, 04/11/25",GG_L2_R Panel-SDP PP,R Panel,119841.41
1756,"06, 04/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279551.56
1757,"06, 04/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125768.27
1758,"06, 04/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56849.86
1759,"06, 04/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78168.05
1760,"07, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17620.12
1761,"07, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34822.93
1762,"07, 04/11/25",GG_L5_WB_AHU,WB-AHU,18579.57
1763,"07, 04/11/25",GG_L4_WT_AHU,WT-AHU,22763.64
1764,"07, 04/11/25",GG_L3_WT_AHU,WT-AHU,20759.14
1765,"07, 04/11/25",GG_L3_WB_AHU,WB-AHU,20233.62
1766,"07, 04/11/25",GG_L4_WB_AHU,WB-AHU,29300.46
1767,"07, 04/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,205144.56
1768,"07, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56784.8
1769,"07, 04/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,150777.23
1770,"07, 04/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
1771,"07, 04/11/25",GG_L6_WB_AHU,WB-AHU,19799.91
1772,"07, 04/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32929.92
1773,"07, 04/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26289.12
1774,"07, 04/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325372.38
1775,"07, 04/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18224.87
1776,"07, 04/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40835.05
1777,"07, 04/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35782.24
1778,"07, 04/11/25",GG_L2_R Panel-SDP PP,R Panel,119859.06
1779,"07, 04/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279592.81
1780,"07, 04/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125785.43
1781,"07, 04/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56865.13
1782,"07, 04/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,
1783,"08, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17625.03
1784,"08, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34836.6
1785,"08, 04/11/25",GG_L5_WB_AHU,WB-AHU,18584.51
1786,"08, 04/11/25",GG_L4_WT_AHU,WT-AHU,22768.5
1787,"08, 04/11/25",GG_L3_WT_AHU,WT-AHU,20763.24
1788,"08, 04/11/25",GG_L3_WB_AHU,WB-AHU,20234.98
1789,"08, 04/11/25",GG_L4_WB_AHU,WB-AHU,29301.44
1790,"08, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56791.82
1791,"08, 04/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17814.28
1792,"08, 04/11/25",GG_L6_WB_AHU,WB-AHU,19804.74
1793,"08, 04/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32936.41
1794,"08, 04/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26295.08
1795,"08, 04/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325414.36
1796,"08, 04/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18227.5
1797,"08, 04/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40837.87
1798,"08, 04/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35788.85
1799,"08, 04/11/25",GG_L2_R Panel-SDP PP,R Panel,119877.68
1800,"08, 04/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279626.53
1801,"08, 04/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125800.43
1802,"08, 04/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56876.78
1803,"08, 04/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78192.63
1804,"09, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17629.76
1805,"09, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,
1806,"09, 04/11/25",GG_L5_WB_AHU,WB-AHU,18591.07
1807,"09, 04/11/25",GG_L4_WT_AHU,WT-AHU,22777.32
1808,"09, 04/11/25",GG_L3_WT_AHU,WT-AHU,20770.58
1809,"09, 04/11/25",GG_L3_WB_AHU,WB-AHU,20243.51
1810,"09, 04/11/25",GG_L4_WB_AHU,WB-AHU,
1811,"09, 04/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
1812,"09, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56796.14
1813,"09, 04/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
1814,"09, 04/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17817.29
1815,"09, 04/11/25",GG_L6_WB_AHU,WB-AHU,19810.56
1816,"09, 04/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32945.93
1817,"09, 04/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26300.98
1818,"09, 04/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325436.05
1819,"09, 04/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18230.24
1820,"09, 04/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40841.74
1821,"09, 04/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35796.9
1822,"09, 04/11/25",GG_L2_R Panel-SDP PP,R Panel,119891.66
1823,"09, 04/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279647.78
1824,"09, 04/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125815
1825,"09, 04/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56886.59
1826,"09, 04/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78211.35
1827,"10, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17634.47
1828,"10, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34853.54
1829,"10, 04/11/25",GG_L5_WB_AHU,WB-AHU,18596.14
1830,"10, 04/11/25",GG_L4_WT_AHU,WT-AHU,22783.61
1831,"10, 04/11/25",GG_L3_WT_AHU,WT-AHU,20776.31
1832,"10, 04/11/25",GG_L3_WB_AHU,WB-AHU,20250.57
1833,"10, 04/11/25",GG_L4_WB_AHU,WB-AHU,29320.53
1834,"10, 04/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
1835,"10, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56808.46
1836,"10, 04/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,150845.38
1837,"10, 04/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17825.54
1838,"10, 04/11/25",GG_L6_WB_AHU,WB-AHU,19813.98
1839,"10, 04/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32952.01
1840,"10, 04/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26307.14
1841,"10, 04/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325470.08
1842,"10, 04/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18232.99
1843,"10, 04/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40844.99
1844,"10, 04/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35806.98
1845,"10, 04/11/25",GG_L2_R Panel-SDP PP,R Panel,119911.69
1846,"10, 04/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279683.22
1847,"10, 04/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125829.16
1848,"10, 04/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56901.96
1849,"10, 04/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78227.87
1850,"11, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17639.79
1851,"11, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34864.68
1852,"11, 04/11/25",GG_L5_WB_AHU,WB-AHU,18602.14
1853,"11, 04/11/25",GG_L4_WT_AHU,WT-AHU,22789.89
1854,"11, 04/11/25",GG_L3_WT_AHU,WT-AHU,20783.4
1855,"11, 04/11/25",GG_L3_WB_AHU,WB-AHU,20257.34
1856,"11, 04/11/25",GG_L4_WB_AHU,WB-AHU,29327.63
1857,"11, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56815.92
1858,"11, 04/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,17827.14
1859,"11, 04/11/25",GG_L6_WB_AHU,WB-AHU,19821.06
1860,"11, 04/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,32960.18
1861,"11, 04/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,26313.43
1862,"11, 04/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,325499.02
1863,"11, 04/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18235.72
1864,"11, 04/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,40849.15
1865,"11, 04/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,35816.15
1866,"11, 04/11/25",GG_L2_R Panel-SDP PP,R Panel,119928.84
1867,"11, 04/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,279713.25
1868,"11, 04/11/25",GG_L2_R Panel-SDP DB LED,R Panel,125846.41
1869,"11, 04/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,56913.87
1870,"11, 04/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,78244.13
1871,"12, 04/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,17644.28
1872,"12, 04/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,34873.74
1873,"12, 04/11/25",GG_L5_WB_AHU,WB-AHU,18608.38
1874,"12, 04/11/25",GG_L4_WT_AHU,WT-AHU,22799.26
1875,"12, 04/11/25",GG_L3_WT_AHU,WT-AHU,20789.65
1876,"12, 04/11/25",GG_L3_WB_AHU,WB-AHU,20263.29
1877,"12, 04/11/25",GG_L4_WB_AHU,WB-AHU,29339.2
1878,"12, 04/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,205215.45
1879,"12, 04/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,56823.85
1880,"12, 04/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
