No,Date Time,Device Name,Location,Energy Consumption (kWh)
25258,"23, 18/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
25260,"23, 18/11/25",GG_L6_WB_AHU,WB-AHU,20529
25267,"23, 18/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34157.41
25268,"23, 18/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27277.53
25270,"23, 18/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,337875.69
25273,"23, 18/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18883.66
25277,"23, 18/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42100.53
25278,"23, 18/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37176.1
25280,"23, 18/11/25",GG_L2_R Panel-SDP PP,R Panel,124872.08
25281,"23, 18/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,291393.31
25282,"23, 18/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130675.83
25283,"23, 18/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58924.59
25286,"23, 18/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81881.32
25300,"00, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18226.18
25301,"00, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36030.3
25303,"00, 19/11/25",GG_L5_WB_AHU,WB-AHU,19285.18
25304,"00, 19/11/25",GG_L4_WT_AHU,WT-AHU,23569.26
25305,"00, 19/11/25",GG_L3_WT_AHU,WT-AHU,21535
25306,"00, 19/11/25",GG_L3_WB_AHU,WB-AHU,21078.9
25307,"00, 19/11/25",GG_L4_WB_AHU,WB-AHU,30472.66
25312,"00, 19/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,212283.08
25314,"00, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58735.5
25316,"00, 19/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
25318,"00, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
25320,"00, 19/11/25",GG_L6_WB_AHU,WB-AHU,20529
25327,"00, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34158.81
25328,"00, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27278.53
25330,"00, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,337914.36
25333,"00, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18884.68
25337,"00, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42104.48
25338,"00, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37177.78
25340,"00, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,124880.75
25342,"00, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,291417.48
25343,"00, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130690.65
25344,"00, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58925.34
25347,"00, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81887.32
25361,"01, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18226.18
25362,"01, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36030.3
25364,"01, 19/11/25",GG_L5_WB_AHU,WB-AHU,19285.18
25365,"01, 19/11/25",GG_L4_WT_AHU,WT-AHU,23569.26
25366,"01, 19/11/25",GG_L3_WT_AHU,WT-AHU,21535
25367,"01, 19/11/25",GG_L3_WB_AHU,WB-AHU,21078.94
25368,"01, 19/11/25",GG_L4_WB_AHU,WB-AHU,30472.66
25373,"01, 19/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,212291.59
25375,"01, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58738.87
25377,"01, 19/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,157053.45
25379,"01, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,18486.06
25381,"01, 19/11/25",GG_L6_WB_AHU,WB-AHU,20529
25388,"01, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34160.33
25389,"01, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27279.56
25391,"01, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,337945.88
25394,"01, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18885.66
25398,"01, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42107.67
25399,"01, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37180.15
25401,"01, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,124884.88
25403,"01, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,291437.66
25404,"01, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130702.9
25405,"01, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58925.9
25408,"01, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81891.88
25422,"02, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18226.18
25423,"02, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36030.3
25425,"02, 19/11/25",GG_L5_WB_AHU,WB-AHU,19285.18
25426,"02, 19/11/25",GG_L4_WT_AHU,WT-AHU,23569.26
25427,"02, 19/11/25",GG_L3_WT_AHU,WT-AHU,21535
25428,"02, 19/11/25",GG_L3_WB_AHU,WB-AHU,21079
25429,"02, 19/11/25",GG_L4_WB_AHU,WB-AHU,30472.66
25435,"02, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58741.5
25438,"02, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,18486.06
25440,"02, 19/11/25",GG_L6_WB_AHU,WB-AHU,20529
25447,"02, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34161.81
25448,"02, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27280.58
25450,"02, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,337983.02
25453,"02, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18886.64
25457,"02, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42111.62
25458,"02, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37182.4
25460,"02, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,124889.74
25461,"02, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,291480.61
25462,"02, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130715.51
25463,"02, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58926.58
25466,"02, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81896.34
25480,"03, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18226.18
25481,"03, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36030.3
25483,"03, 19/11/25",GG_L5_WB_AHU,WB-AHU,19285.18
25484,"03, 19/11/25",GG_L4_WT_AHU,WT-AHU,23569.26
25485,"03, 19/11/25",GG_L3_WT_AHU,WT-AHU,21535
25486,"03, 19/11/25",GG_L3_WB_AHU,WB-AHU,21079.04
25487,"03, 19/11/25",GG_L4_WB_AHU,WB-AHU,30472.66
25492,"03, 19/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
25494,"03, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58744.08
25497,"03, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,18486.06
25499,"03, 19/11/25",GG_L6_WB_AHU,WB-AHU,20529
25506,"03, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34163.24
25507,"03, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27281.5
25509,"03, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,338012.97
25512,"03, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18887.6
25516,"03, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42115.26
25517,"03, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37183.98
25519,"03, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,124894.96
25521,"03, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,
25522,"03, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130724.98
25523,"03, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58927.33
25526,"03, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81899.78
25538,"04, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18226.18
25539,"04, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36030.3
25541,"04, 19/11/25",GG_L5_WB_AHU,WB-AHU,19285.18
25542,"04, 19/11/25",GG_L4_WT_AHU,WT-AHU,23569.26
25543,"04, 19/11/25",GG_L3_WT_AHU,WT-AHU,21535
25544,"04, 19/11/25",GG_L3_WB_AHU,WB-AHU,21079.09
25545,"04, 19/11/25",GG_L4_WB_AHU,WB-AHU,30472.66
25550,"04, 19/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,212303.98
25552,"04, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58747.66
25554,"04, 19/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,157082.64
25556,"04, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
25558,"04, 19/11/25",GG_L6_WB_AHU,WB-AHU,20529
25565,"04, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34164.69
25566,"04, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27282.58
25568,"04, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,338043.88
25572,"04, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18888.57
25577,"04, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42118.6
25578,"04, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37186.45
25580,"04, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,124899.98
25582,"04, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,291544.98
25583,"04, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130738.34
25584,"04, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58927.89
25587,"04, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81907.86
25601,"05, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18226.18
25602,"05, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36030.3
25604,"05, 19/11/25",GG_L5_WB_AHU,WB-AHU,19285.18
25605,"05, 19/11/25",GG_L4_WT_AHU,WT-AHU,23569.26
25606,"05, 19/11/25",GG_L3_WT_AHU,WT-AHU,21535
25607,"05, 19/11/25",GG_L3_WB_AHU,WB-AHU,21079.14
25608,"05, 19/11/25",GG_L4_WB_AHU,WB-AHU,30472.66
25614,"05, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58751.95
25617,"05, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
25619,"05, 19/11/25",GG_L6_WB_AHU,WB-AHU,20529
25626,"05, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34166.53
25627,"05, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27283.59
25629,"05, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,338076.72
25632,"05, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18889.55
25636,"05, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42122.23
25637,"05, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37188.72
25639,"05, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,124906.95
25640,"05, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,291589.31
25641,"05, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,
25642,"05, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58928.46
25645,"05, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81912.92
25659,"06, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18227.41
25660,"06, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36032.27
25662,"06, 19/11/25",GG_L5_WB_AHU,WB-AHU,19287.86
25663,"06, 19/11/25",GG_L4_WT_AHU,WT-AHU,23572.02
25664,"06, 19/11/25",GG_L3_WT_AHU,WT-AHU,21536.76
25665,"06, 19/11/25",GG_L3_WB_AHU,WB-AHU,21083.43
25666,"06, 19/11/25",GG_L4_WB_AHU,WB-AHU,30476.21
25672,"06, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58760.66
25675,"06, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,18487.76
25677,"06, 19/11/25",GG_L6_WB_AHU,WB-AHU,20532.74
25684,"06, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34170.36
25685,"06, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27285.75
25687,"06, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,338105.8
25690,"06, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18891.34
25694,"06, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42126.63
25695,"06, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37191.19
25697,"06, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,124921.83
25699,"06, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,291621.62
25700,"06, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130762.71
25701,"06, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58933.03
25704,"06, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81923.52
25718,"07, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18232.52
25719,"07, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36042.95
25721,"07, 19/11/25",GG_L5_WB_AHU,WB-AHU,19293.94
25722,"07, 19/11/25",GG_L4_WT_AHU,WT-AHU,23578.42
25723,"07, 19/11/25",GG_L3_WT_AHU,WT-AHU,21543.65
25724,"07, 19/11/25",GG_L3_WB_AHU,WB-AHU,21088.16
25725,"07, 19/11/25",GG_L4_WB_AHU,WB-AHU,30484.93
25730,"07, 19/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,212319.02
25732,"07, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58765.12
25734,"07, 19/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,157137.02
25736,"07, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
25738,"07, 19/11/25",GG_L6_WB_AHU,WB-AHU,20537.78
25745,"07, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34174.97
25746,"07, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27289.89
25748,"07, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,338123.14
25751,"07, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18893.97
25755,"07, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42129.82
25756,"07, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37195.56
25758,"07, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,124937.55
25759,"07, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,
25760,"07, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130775.88
25761,"07, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58940.22
25764,"07, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81933.6
25778,"08, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18237.83
25779,"08, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36053.2
25781,"08, 19/11/25",GG_L5_WB_AHU,WB-AHU,19299.09
25782,"08, 19/11/25",GG_L4_WT_AHU,WT-AHU,23585.38
25783,"08, 19/11/25",GG_L3_WT_AHU,WT-AHU,21551.2
25784,"08, 19/11/25",GG_L3_WB_AHU,WB-AHU,21095.95
25785,"08, 19/11/25",GG_L4_WB_AHU,WB-AHU,30490.16
25791,"08, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58772.68
25794,"08, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
25796,"08, 19/11/25",GG_L6_WB_AHU,WB-AHU,20543.86
25803,"08, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34179.67
25804,"08, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27295.12
25806,"08, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,338148.83
25809,"08, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18896.71
25813,"08, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42134.06
25814,"08, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,
25816,"08, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,124962.04
25817,"08, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,291685.33
25818,"08, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130792.02
25819,"08, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58955.77
25822,"08, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81947.36
25836,"09, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18243.13
25837,"09, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36063.84
25839,"09, 19/11/25",GG_L5_WB_AHU,WB-AHU,19304.46
25840,"09, 19/11/25",GG_L4_WT_AHU,WT-AHU,23591.77
25841,"09, 19/11/25",GG_L3_WT_AHU,WT-AHU,21556.86
25842,"09, 19/11/25",GG_L3_WB_AHU,WB-AHU,21103.69
25843,"09, 19/11/25",GG_L4_WB_AHU,WB-AHU,30501.91
25848,"09, 19/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,212327.84
25850,"09, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58783.15
25852,"09, 19/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
25854,"09, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,18502.34
25856,"09, 19/11/25",GG_L6_WB_AHU,WB-AHU,20549.7
25863,"09, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34186.98
25864,"09, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27301.11
25866,"09, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,338158.52
25869,"09, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18899.37
25873,"09, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42137.69
25874,"09, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37209.19
25876,"09, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,124973.03
25878,"09, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,291726.66
25879,"09, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130805.77
25880,"09, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58968.67
25883,"09, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81962.46
25897,"10, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18247.45
25898,"10, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36070.38
25900,"10, 19/11/25",GG_L5_WB_AHU,WB-AHU,19312.04
25901,"10, 19/11/25",GG_L4_WT_AHU,WT-AHU,23599.02
25902,"10, 19/11/25",GG_L3_WT_AHU,WT-AHU,21564.4
25903,"10, 19/11/25",GG_L3_WB_AHU,WB-AHU,21110.44
25904,"10, 19/11/25",GG_L4_WB_AHU,WB-AHU,30507.43
25909,"10, 19/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
25911,"10, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58789.02
25913,"10, 19/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
25915,"10, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
25917,"10, 19/11/25",GG_L6_WB_AHU,WB-AHU,20556.18
25924,"10, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34192.08
25925,"10, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27307.58
25927,"10, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,338170.95
25931,"10, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18901.98
25936,"10, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42141.19
25937,"10, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37216.25
25939,"10, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,124990.03
25941,"10, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,291759
25942,"10, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130823.21
25943,"10, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58975.97
25946,"10, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81979.67
25959,"11, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18252.18
25960,"11, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36080.61
25962,"11, 19/11/25",GG_L5_WB_AHU,WB-AHU,19314.25
25963,"11, 19/11/25",GG_L4_WT_AHU,WT-AHU,23605.14
25964,"11, 19/11/25",GG_L3_WT_AHU,WT-AHU,21570.29
25965,"11, 19/11/25",GG_L3_WB_AHU,WB-AHU,21116.55
25966,"11, 19/11/25",GG_L4_WB_AHU,WB-AHU,30513.61
25972,"11, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58795.92
25975,"11, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,18512.36
25977,"11, 19/11/25",GG_L6_WB_AHU,WB-AHU,20560.85
25984,"11, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34197.62
25985,"11, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27314.42
25987,"11, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,338181.34
25990,"11, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18904.8
25994,"11, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42143.93
25995,"11, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37223.21
25997,"11, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,125009.15
25998,"11, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,291778.84
25999,"11, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130839.16
26000,"11, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,58994.56
26003,"11, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,81992.53
26016,"12, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18257.13
26017,"12, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36091.68
26019,"12, 19/11/25",GG_L5_WB_AHU,WB-AHU,19319.1
26020,"12, 19/11/25",GG_L4_WT_AHU,WT-AHU,23612.41
26021,"12, 19/11/25",GG_L3_WT_AHU,WT-AHU,21575.94
26022,"12, 19/11/25",GG_L3_WB_AHU,WB-AHU,21123.82
26023,"12, 19/11/25",GG_L4_WB_AHU,WB-AHU,30520.1
26028,"12, 19/11/25",GG_L2_P2DNS T-SDP 2,TIOC-SDP.AHU,
26030,"12, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,58805.68
26032,"12, 19/11/25",GG_L2_P2DNS T-SDP 1,TIOC-SDP.AHU,
26034,"12, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
26036,"12, 19/11/25",GG_L6_WB_AHU,WB-AHU,20567.56
26043,"12, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34202.91
26044,"12, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27320.91
26046,"12, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,338192.34
26049,"12, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18907.47
26053,"12, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42147.88
26054,"12, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37232.45
26056,"12, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,125028.24
26058,"12, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,291811.36
26059,"12, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130852.25
26060,"12, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,59010.85
26063,"12, 19/11/25",GG_L3_DSO-SDP-LP-STK,DSO-R Panel,82008.66
26075,"13, 19/11/25",GG_L1_WT-BPP_AHU,WT BPP-AHU,18262.23
26076,"13, 19/11/25",GG_L1_WB-DWS_AHU,WB DWS-AHU,36106.01
26078,"13, 19/11/25",GG_L5_WB_AHU,WB-AHU,19326.61
26079,"13, 19/11/25",GG_L4_WT_AHU,WT-AHU,23618.83
26080,"13, 19/11/25",GG_L3_WT_AHU,WT-AHU,21584.3
26081,"13, 19/11/25",GG_L3_WB_AHU,WB-AHU,21131.1
26082,"13, 19/11/25",GG_L4_WB_AHU,WB-AHU,30532.14
26088,"13, 19/11/25",GG_L6_INFRACO-SDP LP-STK 1,Infraco-SDP-AHU,
26091,"13, 19/11/25",GG_L1_WT-B2B_AHU,WT B2B-AHU,
26093,"13, 19/11/25",GG_L6_WB_AHU,WB-AHU,20572.44
26100,"13, 19/11/25",GG_L6_INFRACO-SDP-LP-STK2,Infraco-SDP-AHU,34210.73
26101,"13, 19/11/25",GG_L1_DWS-SDP STK,DWS-Gudang,27327.52
26103,"13, 19/11/25",GG_L2_P2DNS B-SDP AC,TIOC-R Istirahat,338203.77
26106,"13, 19/11/25",GG_L1_DWS-SDP LP,DWS-Gudang,18910.19
26110,"13, 19/11/25",GG_L3_DSO-SDP Server,DSO-R Monitoring,42151.97
26111,"13, 19/11/25",GG_L1_PED-SDP STK,BPP-SDP.AHU,37241.81
26113,"13, 19/11/25",GG_L2_R Panel-SDP PP,R Panel,125045.95
26115,"13, 19/11/25",GG_L2_R Panel-SDP DB UPS,R Panel,
26116,"13, 19/11/25",GG_L2_R Panel-SDP DB LED,R Panel,130871.57
26117,"13, 19/11/25",GG_L1_PED-SDP LP,BPP-SDP.AHU,
